Show/Hide,Cpd,File,ID Source,Name,Formula,Saturated,RT,m/z,Mass,Score,Score (Lib),Score (DB),Score (MFG),RT Diff (Tgt),"Diff (Tgt, ppm)","Diff (DB, ppm)","Diff (MFG, ppm)",Polarity,Ions,Height,Area,Vol,Hits (DB),Algorithm,Library,Uncertainty,Significance,Quality Score,FIs Conf.,FIs Conf. %,FIs Eval.,Source,Flag Severity (Tgt)
TRUE,164,SLZ_200313_09.d,,,,,0.771,656.8799,1315.7743,,,,,,,,,Negative,3,12698,,323829,,Find by Molecular Feature,,,,53.5,,,,,
TRUE,3613,SLZ_200313_09.d,,,,,43.658,657.2444,1316.5034,,,,,,,,,Negative,5,12168,,322909,,Find by Molecular Feature,,,,30.3,,,,,
TRUE,351,SLZ_200313_09.d,,,,S,0.96,438.7089,1319.1484,,,,,,,,,Negative,9,1373419,,12437429,,Find by Molecular Feature,,,,60,,,,,
TRUE,1053,SLZ_200313_09.d,,,,,3.274,438.716,1319.169,,,,,,,,,Negative,7,7555,,105641,,Find by Molecular Feature,,,,80.6,,,,,
TRUE,53,SLZ_200313_09.d,,,,,0.674,694.81,1319.6807,,,,,,,,,Negative,5,5539,,80797,,Find by Molecular Feature,,,,37.6,,,,,
TRUE,1729,SLZ_200313_09.d,,,,,21.56,1319.4485,1320.4549,,,,,,,,,Negative,9,1781,,47158,,Find by Molecular Feature,,,,36.9,,,,,
TRUE,4007,SLZ_200313_09.d,,,,,62.645,660.4659,1322.9463,,,,,,,,,Negative,6,4175,,230179,,Find by Molecular Feature,,,,67.7,,,,,
TRUE,449,SLZ_200313_09.d,,,,,0.976,660.5544,1323.1233,,,,,,,,,Negative,5,52516,,909940,,Find by Molecular Feature,,,,48.6,,,,,
TRUE,1066,SLZ_200313_09.d,,,,,3.486,440.7281,1325.2056,,,,,,,,,Negative,10,6284,,220796,,Find by Molecular Feature,,,,72,,,,,
TRUE,968,SLZ_200313_09.d,,,,,1.162,440.7285,1325.2074,,,,,,,,,Negative,3,26552,,574600,,Find by Molecular Feature,,,,100,,,,,
TRUE,922,SLZ_200313_09.d,,,,,1.062,441.3869,1327.1824,,,,,,,,,Negative,2,24797,,242782,,Find by Molecular Feature,,,,75.5,,,,,
TRUE,1067,SLZ_200313_09.d,,,,,3.515,442.3869,1330.1804,,,,,,,,,Negative,4,1351,,33942,,Find by Molecular Feature,,,,52.1,,,,,
TRUE,479,SLZ_200313_09.d,,,,,0.98,1330.1267,1331.134,,,,,,,,,Negative,3,3101,,45989,,Find by Molecular Feature,,,,66.5,,,,,
TRUE,900,SLZ_200313_09.d,,,,,1.046,664.5631,1331.1407,,,,,,,,,Negative,3,10520,,184564,,Find by Molecular Feature,,,,82.6,,,,,
TRUE,1060,SLZ_200313_09.d,,,,,3.438,442.7165,1331.1714,,,,,,,,,Negative,4,3018,,40021,,Find by Molecular Feature,,,,52.4,,,,,
TRUE,434,SLZ_200313_09.d,,,,,0.974,1330.6472,1331.6544,,,,,,,,,Negative,2,2426,,17968,,Find by Molecular Feature,,,,37.4,,,,,
TRUE,3142,SLZ_200313_09.d,,,,,41.406,665.597,1333.2086,,,,,,,,,Negative,3,5537,,111690,,Find by Molecular Feature,,,,31.6,,,,,
TRUE,4184,SLZ_200313_09.d,,,,,63.392,665.7764,1333.5673,,,,,,,,,Negative,3,5958,,77592,,Find by Molecular Feature,,,,100,,,,,
TRUE,951,SLZ_200313_09.d,,,,,1.12,665.7767,1333.568,,,,,,,,,Negative,2,2661,,23938,,Find by Molecular Feature,,,,38.2,,,,,
TRUE,4090,SLZ_200313_09.d,,,,,62.826,444.8729,1337.6406,,,,,,,,,Negative,2,1750,,18724,,Find by Molecular Feature,,,,34.2,,,,,
TRUE,3621,SLZ_200313_09.d,,,,,43.709,668.5938,1339.2021,,,,,,,,,Negative,2,6858,,67022,,Find by Molecular Feature,,,,34.6,,,,,
TRUE,1002,SLZ_200313_09.d,,,,,1.247,445.7312,1340.2158,,,,,,,,,Negative,8,7005,,273751,,Find by Molecular Feature,,,,44.6,,,,,
TRUE,1061,SLZ_200313_09.d,,,,,3.442,445.7317,1340.2169,,,,,,,,,Negative,11,10130,,388090,,Find by Molecular Feature,,,,100,,,,,
TRUE,353,SLZ_200313_09.d,,,,,0.961,669.5578,1341.1343,,,,,,,,,Negative,12,187914,,2181341,,Find by Molecular Feature,,,,60,,,,,
TRUE,3737,SLZ_200313_09.d,,,,,61.849,1340.9842,1341.9915,,,,,,,,,Negative,4,120670,,4972272,,Find by Molecular Feature,,,,50.6,,,,,
TRUE,210,SLZ_200313_09.d,,,,,0.813,1340.9845,1341.9918,,,,,,,,,Negative,3,39933,,1160663,,Find by Molecular Feature,,,,62,,,,,
TRUE,4171,SLZ_200313_09.d,,,,,63.366,1340.986,1341.9932,,,,,,,,,Negative,4,60773,,2224694,,Find by Molecular Feature,,,,41.5,,,,,
TRUE,3712,SLZ_200313_09.d,,,,,60.25,1340.9871,1341.9943,,,,,,,,,Negative,4,75782,,2584186,,Find by Molecular Feature,,,,60.3,,,,,
TRUE,6,SLZ_200313_09.d,,,,,0.239,1341.9885,1342.9958,,,,,,,,,Negative,3,18821,,593847,,Find by Molecular Feature,,,,30.1,,,,,
TRUE,585,SLZ_200313_09.d,,,,,0.992,671.5457,1345.1073,,,,,,,,,Negative,7,31039,,1049602,,Find by Molecular Feature,,,,83.3,,,,,
TRUE,176,SLZ_200313_09.d,,,,,0.779,671.7702,1345.5549,,,,,,,,,Negative,3,3440,,28629,,Find by Molecular Feature,,,,36.4,,,,,
TRUE,3917,SLZ_200313_09.d,,,,,62.55,672.1193,1346.2532,,,,,,,,,Negative,6,2752,,64503,,Find by Molecular Feature,,,,35.2,,,,,
TRUE,974,SLZ_200313_09.d,,,,,1.171,1346.1791,1347.1863,,,,,,,,,Negative,3,1041,,12921,,Find by Molecular Feature,,,,45,,,,,
TRUE,531,SLZ_200313_09.d,,,,,0.986,674.0525,1350.1196,,,,,,,,,Negative,7,49372,,594572,,Find by Molecular Feature,,,,72.3,,,,,
TRUE,300,SLZ_200313_09.d,,,,,0.944,1350.0073,1351.0146,,,,,,,,,Negative,3,2150,,23112,,Find by Molecular Feature,,,,41.1,,,,,
TRUE,2325,SLZ_200313_09.d,,,,,30.648,676.1849,1354.3844,,,,,,,,,Negative,2,11510,,101266,,Find by Molecular Feature,,,,31.7,,,,,
TRUE,1270,SLZ_200313_09.d,,,,,14.255,1354.0982,1355.1055,,,,,,,,,Negative,5,2049,,52955,,Find by Molecular Feature,,,,44.6,,,,,
TRUE,1265,SLZ_200313_09.d,,,,,14.2,1356.601,1357.6083,,,,,,,,,Negative,2,2513,,37522,,Find by Molecular Feature,,,,36.4,,,,,
TRUE,657,SLZ_200313_09.d,,,,,1,451.7019,1358.1277,,,,,,,,,Negative,3,9134,,163382,,Find by Molecular Feature,,,,66.8,,,,,
TRUE,1240,SLZ_200313_09.d,,,,,13.753,1359.1068,1360.1141,,,,,,,,,Negative,3,1817,,50942,,Find by Molecular Feature,,,,32.3,,,,,
TRUE,396,SLZ_200313_09.d,,,,,0.968,679.0804,1360.1753,,,,,,,,,Negative,3,8207,,126260,,Find by Molecular Feature,,,,92,,,,,
TRUE,1239,SLZ_200313_09.d,,,,,13.738,1359.6084,1360.6157,,,,,,,,,Negative,5,1313,,56302,,Find by Molecular Feature,,,,43.8,,,,,
TRUE,710,SLZ_200313_09.d,,,,,1.008,453.033,1362.1209,,,,,,,,,Negative,3,5596,,81158,,Find by Molecular Feature,,,,32.5,,,,,
TRUE,963,SLZ_200313_09.d,,,,,1.148,680.0777,1362.17,,,,,,,,,Negative,2,3198,,39063,,Find by Molecular Feature,,,,53,,,,,
TRUE,347,SLZ_200313_09.d,,,,,0.96,680.5486,1363.1122,,,,,,,,,Negative,9,109480,,1081278,,Find by Molecular Feature,,,,60,,,,,
TRUE,4203,SLZ_200313_09.d,,,,,63.527,1363.9985,1365.0058,,,,,,,,,Negative,4,44849,,2881326,,Find by Molecular Feature,,,,43.9,,,,,
TRUE,8,SLZ_200313_09.d,,,,,0.265,1363.9989,1365.0062,,,,,,,,,Negative,6,71649,,2446303,,Find by Molecular Feature,,,,51.8,,,,,
TRUE,3711,SLZ_200313_09.d,,,,,60.248,1363.9998,1365.0071,,,,,,,,,Negative,8,58217,,2175786,,Find by Molecular Feature,,,,60,,,,,
TRUE,499,SLZ_200313_09.d,,,,,0.982,1364.6336,1365.6409,,,,,,,,,Negative,3,2684,,25757,,Find by Molecular Feature,,,,56.7,,,,,
TRUE,3736,SLZ_200313_09.d,,,,,61.827,1364.9994,1366.0066,,,,,,,,,Negative,3,25456,,1037619,,Find by Molecular Feature,,,,39,,,,,
TRUE,335,SLZ_200313_09.d,,,,,0.958,682.5372,1367.0889,,,,,,,,,Negative,2,12083,,133393,,Find by Molecular Feature,,,,71.6,,,,,
TRUE,916,SLZ_200313_09.d,,,,,1.057,683.0846,1368.1853,,,,,,,,,Negative,5,3308,,34961,,Find by Molecular Feature,,,,32,,,,,
TRUE,721,SLZ_200313_09.d,,,,,1.01,683.5518,1369.1181,,,,,,,,,Negative,3,19157,,331060,,Find by Molecular Feature,,,,76.4,,,,,
TRUE,687,SLZ_200313_09.d,,,,,1.004,685.054,1372.1226,,,,,,,,,Negative,2,3398,,63241,,Find by Molecular Feature,,,,62.7,,,,,
TRUE,4103,SLZ_200313_09.d,,,,,62.872,685.6489,1373.3123,,,,,,,,,Negative,2,1137,,22646,,Find by Molecular Feature,,,,36.8,,,,,
TRUE,4180,SLZ_200313_09.d,,,,,63.39,685.7725,1373.5597,,,,,,,,,Negative,3,5015,,61373,,Find by Molecular Feature,,,,95.1,,,,,
TRUE,891,SLZ_200313_09.d,,,,,1.042,686.5454,1375.1053,,,,,,,,,Negative,4,5461,,113577,,Find by Molecular Feature,,,,60.4,,,,,
TRUE,342,SLZ_200313_09.d,,,,,0.959,688.0888,1378.1915,,,,,,,,,Negative,4,27997,,226717,,Find by Molecular Feature,,,,36,,,,,
TRUE,517,SLZ_200313_09.d,,,,,0.985,1378.1157,1379.123,,,,,,,,,Negative,2,2320,,22649,,Find by Molecular Feature,,,,41,,,,,
TRUE,90,SLZ_200313_09.d,,,,,0.692,688.85,1379.7145,,,,,,,,,Negative,2,3461,,27375,,Find by Molecular Feature,,,,36.3,,,,,
TRUE,1260,SLZ_200313_09.d,,,,,14.022,1384.0844,1385.0917,,,,,,,,,Negative,2,766,,12058,,Find by Molecular Feature,,,,31.6,,,,,
TRUE,375,SLZ_200313_09.d,,,,,0.964,691.5394,1385.0933,,,,,,,,,Negative,4,54939,,511567,,Find by Molecular Feature,,,,74.6,,,,,
TRUE,327,SLZ_200313_09.d,,,,,0.956,693.5269,1389.0683,,,,,,,,,Negative,2,6622,,101804,,Find by Molecular Feature,,,,70,,,,,
TRUE,508,SLZ_200313_09.d,,,,,0.984,1388.1196,1389.1269,,,,,,,,,Negative,3,2514,,44341,,Find by Molecular Feature,,,,44,,,,,
TRUE,501,SLZ_200313_09.d,,,,,0.983,695.057,1392.1285,,,,,,,,,Negative,5,14841,,379236,,Find by Molecular Feature,,,,67.7,,,,,
TRUE,3942,SLZ_200313_09.d,,,,,62.574,463.3982,1393.2166,,,,,,,,,Negative,2,2918,,45975,,Find by Molecular Feature,,,,35.2,,,,,
TRUE,588,SLZ_200313_09.d,,,,,0.992,1394.6464,1395.6537,,,,,,,,,Negative,5,2070,,28372,,Find by Molecular Feature,,,,52.2,,,,,
TRUE,422,SLZ_200313_09.d,,,,,0.972,1395.1215,1396.1288,,,,,,,,,Negative,2,2557,,23618,,Find by Molecular Feature,,,,43.2,,,,,
TRUE,1872,SLZ_200313_09.d,,,,,23.269,1397.8167,1398.8239,,,,,,,,,Negative,3,2151,,36455,,Find by Molecular Feature,,,,31.9,,,,,
TRUE,4018,SLZ_200313_09.d,,,,,62.66,699.1406,1400.2957,,,,,,,,,Negative,3,3268,,173942,,Find by Molecular Feature,,,,50.6,,,,,
TRUE,382,SLZ_200313_09.d,,,,,0.965,700.5474,1403.1109,,,,,,,,,Negative,5,2857,,74629,,Find by Molecular Feature,,,,60,,,,,
TRUE,798,SLZ_200313_09.d,,,,,1.022,467.3758,1405.1492,,,,,,,,,Negative,4,2865,,28598,,Find by Molecular Feature,,,,40.9,,,,,
TRUE,1832,SLZ_200313_09.d,,,,,22.754,1405.8166,1406.8239,,,,,,,,,Negative,3,2319,,73890,,Find by Molecular Feature,,,,30.1,,,,,
TRUE,376,SLZ_200313_09.d,,,,,0.964,702.53,1407.0747,,,,,,,,,Negative,6,30939,,346551,,Find by Molecular Feature,,,,60.2,,,,,
TRUE,3976,SLZ_200313_09.d,,,,,62.606,468.4094,1408.2541,,,,,,,,,Negative,8,3013,,123451,,Find by Molecular Feature,,,,40,,,,,
TRUE,4138,SLZ_200313_09.d,,,,,62.921,351.5497,1410.2313,,,,,,,,,Negative,6,4118,,141372,,Find by Molecular Feature,,,,35.3,,,,,
TRUE,583,SLZ_200313_09.d,,,,,0.992,1412.1159,1413.1232,,,,,,,,,Negative,3,1301,,18407,,Find by Molecular Feature,,,,40.6,,,,,
TRUE,1331,SLZ_200313_09.d,,,,,15.588,1413.1741,1414.1821,,,,,,,,,Negative,4,1993,,84127,,Find by Molecular Feature,,,,41.5,,,,,
TRUE,1332,SLZ_200313_09.d,,,,,15.61,706.3339,1414.6824,,,,,,,,,Negative,7,2720,,116922,,Find by Molecular Feature,,,,34.5,,,,,
TRUE,738,SLZ_200313_09.d,,,,,1.012,706.5766,1415.1678,,,,,,,,,Negative,3,5927,,78493,,Find by Molecular Feature,,,,48.7,,,,,
TRUE,4119,SLZ_200313_09.d,,,,,62.906,353.0774,1416.3388,,,,,,,,,Negative,4,4346,,76749,,Find by Molecular Feature,,,,42.5,,,,,
TRUE,787,SLZ_200313_09.d,,,,,1.021,708.5263,1419.0671,,,,,,,,,Negative,3,3678,,73281,,Find by Molecular Feature,,,,46.1,,,,,
TRUE,1845,SLZ_200313_09.d,,,,,22.875,1423.1212,1424.1284,,,,,,,,,Negative,2,2020,,45871,,Find by Molecular Feature,,,,30.9,,,,,
TRUE,815,SLZ_200313_09.d,,,,,1.024,711.0979,1424.2104,,,,,,,,,Negative,3,6503,,43635,,Find by Molecular Feature,,,,39.7,,,,,
TRUE,4095,SLZ_200313_09.d,,,,,62.85,355.0522,1424.2428,,,,,,,,,Negative,7,11968,,591034,,Find by Molecular Feature,,,,41,,,,,
TRUE,3761,SLZ_200313_09.d,,,,,62.193,355.5564,1426.2601,,,,,,,,,Negative,8,8594,,276158,,Find by Molecular Feature,,,,40,,,,,
TRUE,414,SLZ_200313_09.d,,,,,0.971,356.0349,1428.169,,,,,,,,,Negative,8,4145,,74581,,Find by Molecular Feature,,,,52.7,,,,,
TRUE,4104,SLZ_200313_09.d,,,,,62.882,356.0695,1428.3071,,,,,,,,,Negative,3,4580,,79174,,Find by Molecular Feature,,,,82.1,,,,,
TRUE,397,SLZ_200313_09.d,,,,,0.968,713.5204,1429.0566,,,,,,,,,Negative,9,19003,,236059,,Find by Molecular Feature,,,,61.1,,,,,
TRUE,1842,SLZ_200313_09.d,,,,,22.868,1428.4591,1429.4664,,,,,,,,,Negative,7,1446,,124149,,Find by Molecular Feature,,,,56.3,,,,,
TRUE,1813,SLZ_200313_09.d,,,,,22.357,1429.8143,1430.8216,,,,,,,,,Negative,7,791,,41964,,Find by Molecular Feature,,,,60,,,,,
TRUE,3791,SLZ_200313_09.d,,,,,62.241,715.1543,1432.322,,,,,,,,,Negative,6,2540,,84409,,Find by Molecular Feature,,,,50.7,,,,,
TRUE,4087,SLZ_200313_09.d,,,,,62.823,715.154,1432.3224,,,,,,,,,Negative,7,2702,,92358,,Find by Molecular Feature,,,,38.8,,,,,
TRUE,648,SLZ_200313_09.d,,,,,0.999,716.5265,1435.0676,,,,,,,,,Negative,3,7182,,165974,,Find by Molecular Feature,,,,65.3,,,,,
TRUE,3755,SLZ_200313_09.d,,,,,62.18,717.0935,1436.2024,,,,,,,,,Negative,10,27324,,2112424,,Find by Molecular Feature,,,,40,,,,,
TRUE,4124,SLZ_200313_09.d,,,,,62.912,358.2936,1437.2034,,,,,,,,,Negative,3,3761,,114988,,Find by Molecular Feature,,,,60,,,,,
TRUE,333,SLZ_200313_09.d,,,,,0.957,717.6122,1437.239,,,,,,,,,Negative,3,4417,,30800,,Find by Molecular Feature,,,,38.2,,,,,
TRUE,4187,SLZ_200313_09.d,,,,,63.394,718.758,1439.5305,,,,,,,,,Negative,3,11551,,168307,,Find by Molecular Feature,,,,100,,,,,
TRUE,125,SLZ_200313_09.d,,,,,0.713,719.7687,1441.5522,,,,,,,,,Negative,5,6088,,55771,,Find by Molecular Feature,,,,41.3,,,,,
TRUE,301,SLZ_200313_09.d,,,,,0.945,720.5247,1443.0639,,,,,,,,,Negative,2,3228,,39583,,Find by Molecular Feature,,,,64.8,,,,,
TRUE,3759,SLZ_200313_09.d,,,,,62.191,480.285,1443.8767,,,,,,,,,Negative,3,1735,,29395,,Find by Molecular Feature,,,,62.8,,,,,
TRUE,4000,SLZ_200313_09.d,,,,,62.629,721.1451,1444.302,,,,,,,,,Negative,9,2292,,231684,,Find by Molecular Feature,,,,33.2,,,,,
TRUE,1336,SLZ_200313_09.d,,,,,15.648,1443.6832,1444.6908,,,,,,,,,Negative,10,5701,,349723,,Find by Molecular Feature,,,,60,,,,,
TRUE,292,SLZ_200313_09.d,,,,,0.934,721.5155,1445.0456,,,,,,,,,Negative,4,2941,,58342,,Find by Molecular Feature,,,,52.6,,,,,
TRUE,1337,SLZ_200313_09.d,,,,,15.649,1444.1827,1445.1908,,,,,,,,,Negative,7,5645,,279862,,Find by Molecular Feature,,,,54,,,,,
TRUE,752,SLZ_200313_09.d,,,,,1.014,360.784,1447.1649,,,,,,,,,Negative,4,6297,,80406,,Find by Molecular Feature,,,,35.6,,,,,
TRUE,471,SLZ_200313_09.d,,,,,0.979,723.5245,1449.0636,,,,,,,,,Negative,2,2651,,46930,,Find by Molecular Feature,,,,52.2,,,,,
TRUE,2261,SLZ_200313_09.d,,,,,29.203,1448.8965,1449.9038,,,,,,,,,Negative,3,1683,,23714,,Find by Molecular Feature,,,,49.3,,,,,
TRUE,3882,SLZ_200313_09.d,,,,,62.521,724.1024,1450.2201,,,,,,,,,Negative,6,6219,,377212,,Find by Molecular Feature,,,,53.3,,,,,
TRUE,4112,SLZ_200313_09.d,,,,,62.89,482.3989,1450.2203,,,,,,,,,Negative,7,4588,,116882,,Find by Molecular Feature,,,,51.8,,,,,
TRUE,348,SLZ_200313_09.d,,,,,0.96,724.5119,1451.0383,,,,,,,,,Negative,3,13603,,139774,,Find by Molecular Feature,,,,84.3,,,,,
TRUE,4074,SLZ_200313_09.d,,,,,62.805,724.6027,1451.2199,,,,,,,,,Negative,3,4763,,128542,,Find by Molecular Feature,,,,51.9,,,,,
TRUE,1339,SLZ_200313_09.d,,,,,15.668,1452.6847,1453.692,,,,,,,,,Negative,5,3139,,185244,,Find by Molecular Feature,,,,41,,,,,
TRUE,3772,SLZ_200313_09.d,,,,,62.211,726.099,1454.2125,,,,,,,,,Negative,4,23453,,922592,,Find by Molecular Feature,,,,50,,,,,
TRUE,675,SLZ_200313_09.d,,,,,1.003,726.5085,1455.0319,,,,,,,,,Negative,6,4287,,110467,,Find by Molecular Feature,,,,60,,,,,
TRUE,2568,SLZ_200313_09.d,,,,,37.106,1454.7472,1455.7545,,,,,,,,,Negative,2,1587,,21718,,Find by Molecular Feature,,,,31.3,,,,,
TRUE,1342,SLZ_200313_09.d,,,,,15.678,1455.1741,1456.1819,,,,,,,,,Negative,5,3903,,159566,,Find by Molecular Feature,,,,100,,,,,
TRUE,4049,SLZ_200313_09.d,,,,,62.767,727.1101,1456.2348,,,,,,,,,Negative,3,3943,,147586,,Find by Molecular Feature,,,,60,,,,,
TRUE,4115,SLZ_200313_09.d,,,,,62.893,484.4095,1456.2504,,,,,,,,,Negative,3,3061,,60293,,Find by Molecular Feature,,,,42,,,,,
TRUE,4005,SLZ_200313_09.d,,,,,62.638,363.3091,1457.2656,,,,,,,,,Negative,3,3927,,78749,,Find by Molecular Feature,,,,42.4,,,,,
TRUE,713,SLZ_200313_09.d,,,,,1.009,728.5452,1459.105,,,,,,,,,Negative,3,2434,,36257,,Find by Molecular Feature,,,,33.5,,,,,
TRUE,316,SLZ_200313_09.d,,,,,0.953,731.5134,1465.044,,,,,,,,,Negative,4,4472,,74472,,Find by Molecular Feature,,,,78,,,,,
TRUE,537,SLZ_200313_09.d,,,,,0.987,1468.1421,1469.1494,,,,,,,,,Negative,5,1732,,29896,,Find by Molecular Feature,,,,40.4,,,,,
TRUE,3741,SLZ_200313_09.d,,,,,62.102,366.3004,1469.2307,,,,,,,,,Negative,3,22025,,270265,,Find by Molecular Feature,,,,50,,,,,
TRUE,594,SLZ_200313_09.d,,,,,0.993,489.0464,1470.1614,,,,,,,,,Negative,4,30969,,247242,,Find by Molecular Feature,,,,58.6,,,,,
TRUE,4023,SLZ_200313_09.d,,,,,62.67,734.4983,1471.0112,,,,,,,,,Negative,4,2104,,69303,,Find by Molecular Feature,,,,80.5,,,,,
TRUE,364,SLZ_200313_09.d,,,,,0.963,735.5034,1473.0213,,,,,,,,,Negative,3,7597,,85097,,Find by Molecular Feature,,,,58.8,,,,,
TRUE,674,SLZ_200313_09.d,,,,,1.003,367.2796,1473.1475,,,,,,,,,Negative,3,7864,,71645,,Find by Molecular Feature,,,,39.7,,,,,
TRUE,733,SLZ_200313_09.d,,,,,1.012,490.3732,1474.1413,,,,,,,,,Negative,2,7514,,53190,,Find by Molecular Feature,,,,57,,,,,
TRUE,4042,SLZ_200313_09.d,,,,,62.753,736.5311,1475.0768,,,,,,,,,Negative,3,1180,,33219,,Find by Molecular Feature,,,,42.7,,,,,
TRUE,3319,SLZ_200313_09.d,,,,,42.878,1475.3821,1476.3913,,,,,,,,,Negative,6,3946,,53172,,Find by Molecular Feature,,,,54.9,,,,,
TRUE,2515,SLZ_200313_09.d,,,,,35.271,737.1947,1476.4041,,,,,,,,,Negative,5,64417,,4395289,,Find by Molecular Feature,,,,87,,,,,
TRUE,2503,SLZ_200313_09.d,,,,,34.871,737.1949,1476.4044,,,,,,,,,Negative,19,125124,,11716318,,Find by Molecular Feature,,,,100,,,,,
TRUE,2534,SLZ_200313_09.d,,,,,36.292,491.4563,1477.3904,,,,,,,,,Negative,10,4024,,250762,,Find by Molecular Feature,,,,56.8,,,,,
TRUE,3309,SLZ_200313_09.d,,,,,42.858,737.6974,1477.4094,,,,,,,,,Negative,4,46001,,641581,,Find by Molecular Feature,,,,68.8,,,,,
TRUE,584,SLZ_200313_09.d,,,,,0.992,738.0885,1478.1915,,,,,,,,,Negative,5,4021,,91161,,Find by Molecular Feature,,,,65.1,,,,,
TRUE,2516,SLZ_200313_09.d,,,,,35.283,492.1291,1479.4091,,,,,,,,,Negative,3,7587,,134439,,Find by Molecular Feature,,,,63.6,,,,,
TRUE,4188,SLZ_200313_09.d,,,,,63.394,738.7536,1479.5217,,,,,,,,,Negative,3,4698,,50073,,Find by Molecular Feature,,,,87.7,,,,,
TRUE,3324,SLZ_200313_09.d,,,,,42.884,738.769,1479.5526,,,,,,,,,Negative,2,37087,,468831,,Find by Molecular Feature,,,,68,,,,,
TRUE,3909,SLZ_200313_09.d,,,,,62.543,740.1146,1482.244,,,,,,,,,Negative,5,7984,,788867,,Find by Molecular Feature,,,,39,,,,,
TRUE,3849,SLZ_200313_09.d,,,,,62.469,742.1124,1486.24,,,,,,,,,Negative,9,14332,,1469700,,Find by Molecular Feature,,,,40,,,,,
TRUE,426,SLZ_200313_09.d,,,,,0.973,494.7302,1487.2123,,,,,,,,,Negative,4,7165,,59143,,Find by Molecular Feature,,,,41,,,,,
TRUE,297,SLZ_200313_09.d,,,,,0.942,371.0507,1488.232,,,,,,,,,Negative,3,3058,,41686,,Find by Molecular Feature,,,,36.8,,,,,
TRUE,522,SLZ_200313_09.d,,,,,0.986,743.5956,1489.2054,,,,,,,,,Negative,6,1773,,34582,,Find by Molecular Feature,,,,38.3,,,,,
TRUE,592,SLZ_200313_09.d,,,,,0.993,496.3869,1492.1826,,,,,,,,,Negative,2,1902,,13727,,Find by Molecular Feature,,,,30.9,,,,,
TRUE,1950,SLZ_200313_09.d,,,,,25.336,1493.5137,1494.521,,,,,,,,,Negative,3,5043,,70349,,Find by Molecular Feature,,,,38.6,,,,,
TRUE,3482,SLZ_200313_09.d,,,,,43.28,497.7078,1496.1452,,,,,,,,,Negative,2,3643,,35529,,Find by Molecular Feature,,,,39.7,,,,,
TRUE,691,SLZ_200313_09.d,,,,,1.006,373.032,1496.162,,,,,,,,,Negative,8,19479,,318724,,Find by Molecular Feature,,,,61.9,,,,,
TRUE,3947,SLZ_200313_09.d,,,,,62.58,747.1286,1496.2717,,,,,,,,,Negative,5,11627,,586525,,Find by Molecular Feature,,,,51.3,,,,,
TRUE,214,SLZ_200313_09.d,,,,,0.825,1496.0161,1497.0234,,,,,,,,,Negative,4,14880,,530660,,Find by Molecular Feature,,,,56.4,,,,,
TRUE,2,SLZ_200313_09.d,,,,,0.149,1496.0176,1497.0248,,,,,,,,,Negative,5,24109,,581568,,Find by Molecular Feature,,,,39,,,,,
TRUE,3717,SLZ_200313_09.d,,,,,60.255,1496.0188,1497.0263,,,,,,,,,Negative,9,15750,,1046854,,Find by Molecular Feature,,,,48.6,,,,,
TRUE,2473,SLZ_200313_09.d,,,,,33.545,1497.3761,1498.3834,,,,,,,,,Negative,3,670,,21850,,Find by Molecular Feature,,,,30.2,,,,,
TRUE,2506,SLZ_200313_09.d,,,,,34.884,1497.3783,1498.3856,,,,,,,,,Negative,10,16093,,1515025,,Find by Molecular Feature,,,,100,,,,,
TRUE,2512,SLZ_200313_09.d,,,,,35.259,748.1855,1498.3856,,,,,,,,,Negative,2,9657,,310371,,Find by Molecular Feature,,,,53.4,,,,,
TRUE,4158,SLZ_200313_09.d,,,,,62.95,374.06,1500.2667,,,,,,,,,Negative,11,7972,,432932,,Find by Molecular Feature,,,,49.5,,,,,
TRUE,2910,SLZ_200313_09.d,,,,,39.756,749.2,1500.4144,,,,,,,,,Negative,11,4133,,305381,,Find by Molecular Feature,,,,54.8,,,,,
TRUE,3884,SLZ_200313_09.d,,,,,62.522,749.6208,1501.2562,,,,,,,,,Negative,3,11100,,816220,,Find by Molecular Feature,,,,59.2,,,,,
TRUE,2513,SLZ_200313_09.d,,,,,35.261,1500.3806,1501.3878,,,,,,,,,Negative,2,1271,,19189,,Find by Molecular Feature,,,,57.8,,,,,
TRUE,2929,SLZ_200313_09.d,,,,,40.136,500.4587,1504.3983,,,,,,,,,Negative,8,5182,,348400,,Find by Molecular Feature,,,,58.3,,,,,
TRUE,575,SLZ_200313_09.d,,,,,0.992,1504.1576,1505.1648,,,,,,,,,Negative,2,1735,,16168,,Find by Molecular Feature,,,,34.3,,,,,
TRUE,554,SLZ_200313_09.d,,,,,0.989,1504.6655,1505.6728,,,,,,,,,Negative,3,1548,,19815,,Find by Molecular Feature,,,,36.2,,,,,
TRUE,263,SLZ_200313_09.d,,,,,0.899,752.9939,1508.0023,,,,,,,,,Negative,5,12719,,116649,,Find by Molecular Feature,,,,55.4,,,,,
TRUE,1926,SLZ_200313_09.d,,,,,24.849,1508.8362,1509.8435,,,,,,,,,Negative,3,1477,,25016,,Find by Molecular Feature,,,,41,,,,,
TRUE,555,SLZ_200313_09.d,,,,,0.989,1509.1496,1510.1569,,,,,,,,,Negative,5,2134,,41339,,Find by Molecular Feature,,,,52,,,,,
