Show/Hide,Cpd,File,ID Source,Name,Formula,Saturated,RT,m/z,Mass,Score,Score (Lib),Score (DB),Score (MFG),RT Diff (Tgt),"Diff (Tgt, ppm)","Diff (DB, ppm)","Diff (MFG, ppm)",Polarity,Ions,Height,Area,Vol,Hits (DB),Algorithm,Library,Uncertainty,Significance,Quality Score,FIs Conf.,FIs Conf. %,FIs Eval.,Source,Flag Severity (Tgt)
TRUE,3015,SLZ_200313_09.d,,,,,40.713,622.6018,4988.8719,,,,,,,,,Negative,11,21330,,1863991,,Find by Molecular Feature,,,,75.7,,,,,
TRUE,3058,SLZ_200313_09.d,,,,,40.947,711.837,4989.9098,,,,,,,,,Negative,3,2129,,178177,,Find by Molecular Feature,,,,45.5,,,,,
TRUE,3054,SLZ_200313_09.d,,,,,40.943,1663.6023,4993.8274,,,,,,,,,Negative,5,873,,15784,,Find by Molecular Feature,,,,30.3,,,,,
TRUE,2890,SLZ_200313_09.d,,,,,39.479,713.5446,5001.8558,,,,,,,,,Negative,16,2786,,160028,,Find by Molecular Feature,,,,36.5,,,,,
TRUE,1989,SLZ_200313_09.d,,,,,26.112,1667.8106,5006.4536,,,,,,,,,Negative,7,920,,54562,,Find by Molecular Feature,,,,35,,,,,
TRUE,3012,SLZ_200313_09.d,,,,,40.701,1668.9318,5009.8223,,,,,,,,,Negative,26,3537,,355085,,Find by Molecular Feature,,,,49.1,,,,,
TRUE,2934,SLZ_200313_09.d,,,,,40.175,556.6435,5018.8566,,,,,,,,,Negative,7,3566,,83425,,Find by Molecular Feature,,,,53.8,,,,,
TRUE,2954,SLZ_200313_09.d,,,,,40.211,716.6811,5023.8176,,,,,,,,,Negative,4,25564,,585229,,Find by Molecular Feature,,,,80,,,,,
TRUE,2940,SLZ_200313_09.d,,,,,40.194,501.4637,5024.71,,,,,,,,,Negative,9,4085,,184501,,Find by Molecular Feature,,,,56.1,,,,,
TRUE,2948,SLZ_200313_09.d,,,,,40.207,627.1035,5024.8834,,,,,,,,,Negative,17,88127,,8737755,,Find by Molecular Feature,,,,80,,,,,
TRUE,3003,SLZ_200313_09.d,,,,,40.563,627.2236,5025.8419,,,,,,,,,Negative,11,17546,,997094,,Find by Molecular Feature,,,,56,,,,,
TRUE,2958,SLZ_200313_09.d,,,,,40.213,557.4238,5025.8747,,,,,,,,,Negative,40,79874,,10532422,,Find by Molecular Feature,,,,100,,,,,
TRUE,2962,SLZ_200313_09.d,,,,,40.218,717.1172,5026.8713,,,,,,,,,Negative,8,49949,,4036344,,Find by Molecular Feature,,,,98,,,,,
TRUE,2886,SLZ_200313_09.d,,,,,39.423,557.6453,5027.8727,,,,,,,,,Negative,6,7484,,273322,,Find by Molecular Feature,,,,39.1,,,,,
TRUE,1970,SLZ_200313_09.d,,,,,25.524,717.4095,5028.9178,,,,,,,,,Negative,8,4914,,220321,,Find by Molecular Feature,,,,47.8,,,,,
TRUE,1975,SLZ_200313_09.d,,,,,25.54,627.7047,5029.6898,,,,,,,,,Negative,51,20684,,2373650,,Find by Molecular Feature,,,,79.3,,,,,
TRUE,2936,SLZ_200313_09.d,,,,,40.183,559.5189,5044.7354,,,,,,,,,Negative,7,4739,,263985,,Find by Molecular Feature,,,,60,,,,,
TRUE,2938,SLZ_200313_09.d,,,,,40.194,629.8534,5046.8854,,,,,,,,,Negative,11,9627,,787067,,Find by Molecular Feature,,,,58.6,,,,,
TRUE,2946,SLZ_200313_09.d,,,,,40.203,1260.9551,5047.8439,,,,,,,,,Negative,28,3856,,723410,,Find by Molecular Feature,,,,68.5,,,,,
TRUE,1974,SLZ_200313_09.d,,,,,25.535,1682.8795,5051.6592,,,,,,,,,Negative,22,2865,,295494,,Find by Molecular Feature,,,,60,,,,,
TRUE,2207,SLZ_200313_09.d,,,,,28.682,630.7361,5053.9471,,,,,,,,,Negative,9,9201,,725403,,Find by Molecular Feature,,,,56.8,,,,,
TRUE,1971,SLZ_200313_09.d,,,,,25.53,721.0903,5054.6807,,,,,,,,,Negative,11,7362,,395514,,Find by Molecular Feature,,,,57.3,,,,,
TRUE,2955,SLZ_200313_09.d,,,,,40.212,631.851,5062.8562,,,,,,,,,Negative,25,31169,,3601695,,Find by Molecular Feature,,,,79.6,,,,,
TRUE,2950,SLZ_200313_09.d,,,,,40.209,722.2775,5062.9933,,,,,,,,,Negative,11,26441,,2147003,,Find by Molecular Feature,,,,80,,,,,
TRUE,2951,SLZ_200313_09.d,,,,,40.209,561.6407,5063.8224,,,,,,,,,Negative,38,8530,,1387624,,Find by Molecular Feature,,,,60,,,,,
TRUE,1973,SLZ_200313_09.d,,,,,25.535,632.4479,5067.6388,,,,,,,,,Negative,57,11725,,1583114,,Find by Molecular Feature,,,,80,,,,,
TRUE,2091,SLZ_200313_09.d,,,,,27.187,632.5707,5068.6259,,,,,,,,,Negative,25,9029,,894603,,Find by Molecular Feature,,,,60,,,,,
TRUE,2947,SLZ_200313_09.d,,,,,40.207,1688.6007,5068.8239,,,,,,,,,Negative,11,8278,,757589,,Find by Molecular Feature,,,,79.2,,,,,
TRUE,2058,SLZ_200313_09.d,,,,,26.92,632.823,5070.6399,,,,,,,,,Negative,32,11787,,1069120,,Find by Molecular Feature,,,,62.9,,,,,
TRUE,2942,SLZ_200313_09.d,,,,,40.198,2534.3987,5070.812,,,,,,,,,Negative,6,1763,,84867,,Find by Molecular Feature,,,,60,,,,,
TRUE,1972,SLZ_200313_09.d,,,,,25.53,1690.877,5075.6527,,,,,,,,,Negative,7,1893,,114588,,Find by Molecular Feature,,,,59.3,,,,,
TRUE,2926,SLZ_200313_09.d,,,,,40.11,1693.2736,5082.864,,,,,,,,,Negative,15,5948,,662700,,Find by Molecular Feature,,,,75.7,,,,,
TRUE,3887,SLZ_200313_09.d,,,,,62.523,461.1528,5083.7605,,,,,,,,,Negative,4,4354,,167655,,Find by Molecular Feature,,,,32.1,,,,,
TRUE,2953,SLZ_200313_09.d,,,,,40.21,1270.4488,5085.8114,,,,,,,,,Negative,15,1322,,120730,,Find by Molecular Feature,,,,41.8,,,,,
TRUE,1968,SLZ_200313_09.d,,,,,25.518,1695.5293,5089.6099,,,,,,,,,Negative,7,1836,,113934,,Find by Molecular Feature,,,,42.6,,,,,
TRUE,2013,SLZ_200313_09.d,,,,,26.339,635.3218,5090.6365,,,,,,,,,Negative,19,32199,,2676386,,Find by Molecular Feature,,,,79.5,,,,,
TRUE,1969,SLZ_200313_09.d,,,,,25.523,726.2332,5090.6836,,,,,,,,,Negative,9,4818,,236563,,Find by Molecular Feature,,,,38.8,,,,,
TRUE,2050,SLZ_200313_09.d,,,,,26.613,508.1585,5091.6477,,,,,,,,,Negative,8,2539,,51924,,Find by Molecular Feature,,,,56.3,,,,,
TRUE,2014,SLZ_200313_09.d,,,,,26.348,564.7325,5091.6524,,,,,,,,,Negative,40,20062,,2049436,,Find by Molecular Feature,,,,80,,,,,
TRUE,2212,SLZ_200313_09.d,,,,,28.855,635.5663,5092.5938,,,,,,,,,Negative,23,9829,,1188633,,Find by Molecular Feature,,,,33.3,,,,,
TRUE,2928,SLZ_200313_09.d,,,,,40.133,636.59,5100.7854,,,,,,,,,Negative,13,4258,,299874,,Find by Molecular Feature,,,,52.9,,,,,
TRUE,2922,SLZ_200313_09.d,,,,,40.056,728.3955,5105.8198,,,,,,,,,Negative,7,6499,,496751,,Find by Molecular Feature,,,,35,,,,,
TRUE,2085,SLZ_200313_09.d,,,,,27.184,728.647,5107.5851,,,,,,,,,Negative,10,25353,,635293,,Find by Molecular Feature,,,,59.4,,,,,
TRUE,2939,SLZ_200313_09.d,,,,,40.194,1701.5941,5107.8029,,,,,,,,,Negative,11,3128,,303967,,Find by Molecular Feature,,,,66.2,,,,,
TRUE,2076,SLZ_200313_09.d,,,,,27.174,637.7007,5109.6603,,,,,,,,,Negative,62,174941,,19817438,,Find by Molecular Feature,,,,98.8,,,,,
TRUE,2057,SLZ_200313_09.d,,,,,26.882,637.8246,5110.6478,,,,,,,,,Negative,4,38298,,568220,,Find by Molecular Feature,,,,36.2,,,,,
TRUE,2092,SLZ_200313_09.d,,,,,27.187,729.0863,5110.6553,,,,,,,,,Negative,16,48928,,4732458,,Find by Molecular Feature,,,,100,,,,,
TRUE,2042,SLZ_200313_09.d,,,,,26.542,637.8249,5110.6566,,,,,,,,,Negative,11,19346,,1623136,,Find by Molecular Feature,,,,45.3,,,,,
TRUE,2016,SLZ_200313_09.d,,,,,26.351,1703.2096,5112.6508,,,,,,,,,Negative,9,4644,,223835,,Find by Molecular Feature,,,,70.4,,,,,
TRUE,2046,SLZ_200313_09.d,,,,,26.6,1703.5403,5113.6428,,,,,,,,,Negative,7,2276,,101640,,Find by Molecular Feature,,,,40.5,,,,,
TRUE,2941,SLZ_200313_09.d,,,,,40.195,1703.5885,5113.7869,,,,,,,,,Negative,13,2886,,211856,,Find by Molecular Feature,,,,60,,,,,
TRUE,2138,SLZ_200313_09.d,,,,,27.8,1703.8682,5114.6264,,,,,,,,,Negative,9,1172,,83286,,Find by Molecular Feature,,,,37.7,,,,,
TRUE,2021,SLZ_200313_09.d,,,,,26.359,638.3239,5114.6493,,,,,,,,,Negative,5,8916,,250094,,Find by Molecular Feature,,,,55,,,,,
TRUE,2140,SLZ_200313_09.d,,,,,27.819,729.9415,5116.6392,,,,,,,,,Negative,21,5077,,391930,,Find by Molecular Feature,,,,60,,,,,
TRUE,2018,SLZ_200313_09.d,,,,,26.351,568.7248,5127.5887,,,,,,,,,Negative,11,5823,,297776,,Find by Molecular Feature,,,,50.9,,,,,
TRUE,2051,SLZ_200313_09.d,,,,,26.614,731.5066,5127.5971,,,,,,,,,Negative,8,5620,,255496,,Find by Molecular Feature,,,,35,,,,,
TRUE,2019,SLZ_200313_09.d,,,,,26.354,640.1942,5129.6068,,,,,,,,,Negative,51,20715,,2410848,,Find by Molecular Feature,,,,80,,,,,
TRUE,2961,SLZ_200313_09.d,,,,,40.218,640.2242,5129.8166,,,,,,,,,Negative,14,4502,,379372,,Find by Molecular Feature,,,,58.1,,,,,
TRUE,2083,SLZ_200313_09.d,,,,,27.181,731.9343,5130.612,,,,,,,,,Negative,39,11301,,1589429,,Find by Molecular Feature,,,,80,,,,,
TRUE,2082,SLZ_200313_09.d,,,,,27.181,640.4479,5131.6375,,,,,,,,,Negative,33,23865,,3831030,,Find by Molecular Feature,,,,68.9,,,,,
TRUE,2945,SLZ_200313_09.d,,,,,40.203,1710.9179,5135.7756,,,,,,,,,Negative,6,1737,,114110,,Find by Molecular Feature,,,,60,,,,,
TRUE,2044,SLZ_200313_09.d,,,,,26.587,1711.1963,5136.6154,,,,,,,,,Negative,6,1715,,61968,,Find by Molecular Feature,,,,45.8,,,,,
TRUE,2012,SLZ_200313_09.d,,,,,26.338,1711.529,5137.6091,,,,,,,,,Negative,5,2831,,32544,,Find by Molecular Feature,,,,52.1,,,,,
TRUE,2136,SLZ_200313_09.d,,,,,27.781,1712.5301,5140.6122,,,,,,,,,Negative,7,1182,,45852,,Find by Molecular Feature,,,,46.6,,,,,
TRUE,2923,SLZ_200313_09.d,,,,,40.059,733.8191,5143.7825,,,,,,,,,Negative,29,3927,,568311,,Find by Molecular Feature,,,,47.2,,,,,
TRUE,2055,SLZ_200313_09.d,,,,,26.812,734.2178,5146.5802,,,,,,,,,Negative,21,8073,,488718,,Find by Molecular Feature,,,,45.7,,,,,
TRUE,2038,SLZ_200313_09.d,,,,,26.503,734.2204,5146.5974,,,,,,,,,Negative,16,8680,,614958,,Find by Molecular Feature,,,,61.1,,,,,
TRUE,2080,SLZ_200313_09.d,,,,,27.177,642.4441,5147.6078,,,,,,,,,Negative,75,87491,,18080956,,Find by Molecular Feature,,,,86.5,,,,,
TRUE,2039,SLZ_200313_09.d,,,,,26.531,642.4446,5147.611,,,,,,,,,Negative,12,9515,,939423,,Find by Molecular Feature,,,,45.7,,,,,
TRUE,2027,SLZ_200313_09.d,,,,,26.38,1715.8586,5150.5977,,,,,,,,,Negative,9,2232,,183686,,Find by Molecular Feature,,,,56.2,,,,,
TRUE,2139,SLZ_200313_09.d,,,,,27.807,857.9236,5153.5844,,,,,,,,,Negative,19,3330,,226523,,Find by Molecular Feature,,,,38.9,,,,,
TRUE,2072,SLZ_200313_09.d,,,,,27.172,2575.7886,5153.5918,,,,,,,,,Negative,7,1443,,58008,,Find by Molecular Feature,,,,67.2,,,,,
TRUE,2141,SLZ_200313_09.d,,,,,27.82,735.3631,5154.595,,,,,,,,,Negative,19,6525,,870978,,Find by Molecular Feature,,,,49.8,,,,,
TRUE,2937,SLZ_200313_09.d,,,,,40.184,1717.9082,5156.7465,,,,,,,,,Negative,7,1410,,88152,,Find by Molecular Feature,,,,50.6,,,,,
TRUE,2071,SLZ_200313_09.d,,,,,27.172,737.0821,5166.6212,,,,,,,,,Negative,13,9666,,838977,,Find by Molecular Feature,,,,60,,,,,
TRUE,2024,SLZ_200313_09.d,,,,,26.368,1721.5052,5167.5436,,,,,,,,,Negative,20,1331,,152164,,Find by Molecular Feature,,,,47.6,,,,,
TRUE,2120,SLZ_200313_09.d,,,,,27.47,737.2215,5167.6126,,,,,,,,,Negative,9,3546,,117303,,Find by Molecular Feature,,,,35.6,,,,,
TRUE,2047,SLZ_200313_09.d,,,,,26.603,645.0673,5168.5963,,,,,,,,,Negative,3,3908,,85344,,Find by Molecular Feature,,,,30.9,,,,,
TRUE,2117,SLZ_200313_09.d,,,,,27.441,1291.393,5169.6108,,,,,,,,,Negative,8,1748,,68975,,Find by Molecular Feature,,,,31.8,,,,,
TRUE,2084,SLZ_200313_09.d,,,,,27.182,1722.1879,5169.615,,,,,,,,,Negative,30,9138,,1844335,,Find by Molecular Feature,,,,75.9,,,,,
TRUE,2022,SLZ_200313_09.d,,,,,26.36,1723.5125,5173.5593,,,,,,,,,Negative,7,1594,,93080,,Find by Molecular Feature,,,,60,,,,,
TRUE,2088,SLZ_200313_09.d,,,,,27.185,1723.8561,5174.589,,,,,,,,,Negative,17,5917,,590166,,Find by Molecular Feature,,,,62.4,,,,,
TRUE,2111,SLZ_200313_09.d,,,,,27.42,1727.5094,5185.5487,,,,,,,,,Negative,10,2209,,115216,,Find by Molecular Feature,,,,52.8,,,,,
TRUE,2074,SLZ_200313_09.d,,,,,27.174,739.7861,5185.5563,,,,,,,,,Negative,54,31562,,4549282,,Find by Molecular Feature,,,,81.2,,,,,
TRUE,2078,SLZ_200313_09.d,,,,,27.176,1729.5145,5191.5654,,,,,,,,,Negative,6,5862,,457904,,Find by Molecular Feature,,,,69.1,,,,,
TRUE,2025,SLZ_200313_09.d,,,,,26.368,1730.8461,5195.5602,,,,,,,,,Negative,5,1001,,37752,,Find by Molecular Feature,,,,58.2,,,,,
TRUE,2087,SLZ_200313_09.d,,,,,27.184,1731.5189,5197.5786,,,,,,,,,Negative,6,3006,,221960,,Find by Molecular Feature,,,,45.1,,,,,
TRUE,4058,SLZ_200313_09.d,,,,,62.784,471.8764,5201.7205,,,,,,,,,Negative,4,3869,,91386,,Find by Molecular Feature,,,,41.4,,,,,
TRUE,2090,SLZ_200313_09.d,,,,,27.186,1734.1852,5205.5889,,,,,,,,,Negative,16,3225,,354661,,Find by Molecular Feature,,,,77,,,,,
TRUE,2020,SLZ_200313_09.d,,,,,26.358,1736.8333,5213.5218,,,,,,,,,Negative,7,810,,42909,,Find by Molecular Feature,,,,40,,,,,
TRUE,664,SLZ_200313_09.d,,,,,1.001,1304.4117,5221.6759,,,,,,,,,Negative,3,1541,,9675,,Find by Molecular Feature,,,,42,,,,,
TRUE,2063,SLZ_200313_09.d,,,,,27.16,745.208,5223.5026,,,,,,,,,Negative,22,2913,,349603,,Find by Molecular Feature,,,,35.8,,,,,
TRUE,2066,SLZ_200313_09.d,,,,,27.165,1741.5135,5227.5623,,,,,,,,,Negative,9,2412,,188768,,Find by Molecular Feature,,,,65.7,,,,,
TRUE,2118,SLZ_200313_09.d,,,,,27.457,1742.8332,5231.5214,,,,,,,,,Negative,3,1370,,23940,,Find by Molecular Feature,,,,44.5,,,,,
TRUE,2065,SLZ_200313_09.d,,,,,27.164,1745.8344,5240.525,,,,,,,,,Negative,7,1487,,122280,,Find by Molecular Feature,,,,40.7,,,,,
TRUE,48,SLZ_200313_09.d,,,,,0.668,1047.5129,5242.6009,,,,,,,,,Negative,4,1798,,23486,,Find by Molecular Feature,,,,39,,,,,
TRUE,534,SLZ_200313_09.d,,,,,0.987,1747.8626,5246.6097,,,,,,,,,Negative,4,1111,,7766,,Find by Molecular Feature,,,,30,,,,,
TRUE,2069,SLZ_200313_09.d,,,,,27.169,1748.8446,5249.5601,,,,,,,,,Negative,5,1745,,58534,,Find by Molecular Feature,,,,35.5,,,,,
TRUE,3026,SLZ_200313_09.d,,,,,40.852,657.3546,5266.891,,,,,,,,,Negative,26,20531,,2685358,,Find by Molecular Feature,,,,71.7,,,,,
TRUE,2068,SLZ_200313_09.d,,,,,27.167,1755.1631,5268.5134,,,,,,,,,Negative,9,2013,,109166,,Find by Molecular Feature,,,,44,,,,,
TRUE,2062,SLZ_200313_09.d,,,,,27.157,1758.497,5278.513,,,,,,,,,Negative,7,1673,,96051,,Find by Molecular Feature,,,,47.5,,,,,
TRUE,2070,SLZ_200313_09.d,,,,,27.17,753.6373,5282.5119,,,,,,,,,Negative,14,4419,,332029,,Find by Molecular Feature,,,,48.3,,,,,
TRUE,2067,SLZ_200313_09.d,,,,,27.166,1762.1681,5289.5262,,,,,,,,,Negative,7,1640,,88532,,Find by Molecular Feature,,,,36,,,,,
TRUE,3010,SLZ_200313_09.d,,,,,40.689,660.3524,5290.8846,,,,,,,,,Negative,22,7394,,897135,,Find by Molecular Feature,,,,54.2,,,,,
TRUE,3107,SLZ_200313_09.d,,,,,41.189,587.2017,5293.8769,,,,,,,,,Negative,56,21040,,4424006,,Find by Molecular Feature,,,,76.5,,,,,
TRUE,3072,SLZ_200313_09.d,,,,,41.117,661.7668,5302.192,,,,,,,,,Negative,10,9089,,1329246,,Find by Molecular Feature,,,,35.1,,,,,
TRUE,3069,SLZ_200313_09.d,,,,,41.04,756.838,5304.917,,,,,,,,,Negative,11,9892,,1014344,,Find by Molecular Feature,,,,60,,,,,
TRUE,3068,SLZ_200313_09.d,,,,,41.038,1325.9627,5307.8797,,,,,,,,,Negative,5,1213,,68842,,Find by Molecular Feature,,,,44.7,,,,,
TRUE,3108,SLZ_200313_09.d,,,,,41.19,1770.9401,5315.8481,,,,,,,,,Negative,27,3540,,376137,,Find by Molecular Feature,,,,60,,,,,
TRUE,3067,SLZ_200313_09.d,,,,,41.038,1774.9385,5327.8372,,,,,,,,,Negative,9,2304,,249826,,Find by Molecular Feature,,,,42.1,,,,,
TRUE,3070,SLZ_200313_09.d,,,,,41.062,760.2549,5328.8432,,,,,,,,,Negative,8,5715,,513797,,Find by Molecular Feature,,,,37.6,,,,,
TRUE,2969,SLZ_200313_09.d,,,,,40.442,1064.9814,5329.9433,,,,,,,,,Negative,3,9296,,253676,,Find by Molecular Feature,,,,70.7,,,,,
TRUE,3261,SLZ_200313_09.d,,,,,42.64,591.2901,5330.6767,,,,,,,,,Negative,6,10804,,500544,,Find by Molecular Feature,,,,47.6,,,,,
TRUE,3268,SLZ_200313_09.d,,,,,42.734,665.3522,5330.8748,,,,,,,,,Negative,17,4946,,404988,,Find by Molecular Feature,,,,34.8,,,,,
TRUE,3074,SLZ_200313_09.d,,,,,41.136,665.354,5330.9019,,,,,,,,,Negative,31,13253,,2301213,,Find by Molecular Feature,,,,60,,,,,
TRUE,2978,SLZ_200313_09.d,,,,,40.454,591.3173,5330.9176,,,,,,,,,Negative,73,94814,,21202304,,Find by Molecular Feature,,,,100,,,,,
TRUE,2913,SLZ_200313_09.d,,,,,39.825,591.3195,5330.9183,,,,,,,,,Negative,34,11960,,1147169,,Find by Molecular Feature,,,,43.4,,,,,
TRUE,2040,SLZ_200313_09.d,,,,,26.534,591.8502,5335.7057,,,,,,,,,Negative,19,9766,,673074,,Find by Molecular Feature,,,,60,,,,,
TRUE,3102,SLZ_200313_09.d,,,,,41.179,1777.9405,5336.8434,,,,,,,,,Negative,9,1902,,185628,,Find by Molecular Feature,,,,53,,,,,
TRUE,3000,SLZ_200313_09.d,,,,,40.497,1782.6157,5350.8754,,,,,,,,,Negative,6,5795,,132528,,Find by Molecular Feature,,,,76.2,,,,,
TRUE,2990,SLZ_200313_09.d,,,,,40.463,763.6922,5352.8906,,,,,,,,,Negative,24,4210,,707001,,Find by Molecular Feature,,,,60,,,,,
TRUE,2983,SLZ_200313_09.d,,,,,40.458,1783.6213,5353.8881,,,,,,,,,Negative,21,13458,,1420303,,Find by Molecular Feature,,,,98.6,,,,,
TRUE,3002,SLZ_200313_09.d,,,,,40.544,1787.2777,5364.855,,,,,,,,,Negative,5,2862,,77502,,Find by Molecular Feature,,,,52.6,,,,,
TRUE,2991,SLZ_200313_09.d,,,,,40.463,670.1009,5368.8625,,,,,,,,,Negative,60,32769,,7749988,,Find by Molecular Feature,,,,81.3,,,,,
TRUE,3691,SLZ_200313_09.d,,,,,46.287,670.2347,5369.9328,,,,,,,,,Negative,16,12395,,1347845,,Find by Molecular Feature,,,,63.9,,,,,
TRUE,3693,SLZ_200313_09.d,,,,,46.297,595.7628,5370.9265,,,,,,,,,Negative,26,6368,,866833,,Find by Molecular Feature,,,,52.7,,,,,
TRUE,3695,SLZ_200313_09.d,,,,,46.298,766.4109,5371.9273,,,,,,,,,Negative,7,5436,,401665,,Find by Molecular Feature,,,,39.1,,,,,
TRUE,2043,SLZ_200313_09.d,,,,,26.545,670.7018,5373.6689,,,,,,,,,Negative,30,5921,,674650,,Find by Molecular Feature,,,,47.4,,,,,
TRUE,2137,SLZ_200313_09.d,,,,,27.786,766.6689,5373.737,,,,,,,,,Negative,25,3349,,285362,,Find by Molecular Feature,,,,45.2,,,,,
TRUE,2134,SLZ_200313_09.d,,,,,27.546,670.7105,5373.7389,,,,,,,,,Negative,47,6337,,985929,,Find by Molecular Feature,,,,60,,,,,
TRUE,2154,SLZ_200313_09.d,,,,,28.116,670.8309,5374.6969,,,,,,,,,Negative,21,9377,,1048453,,Find by Molecular Feature,,,,69.1,,,,,
TRUE,2988,SLZ_200313_09.d,,,,,40.462,1790.6143,5374.8638,,,,,,,,,Negative,15,7284,,723207,,Find by Molecular Feature,,,,80,,,,,
TRUE,2186,SLZ_200313_09.d,,,,,28.149,596.2938,5375.7077,,,,,,,,,Negative,17,4134,,332807,,Find by Molecular Feature,,,,35,,,,,
TRUE,2144,SLZ_200313_09.d,,,,,27.876,596.2964,5375.7284,,,,,,,,,Negative,16,3225,,228425,,Find by Molecular Feature,,,,30.3,,,,,
TRUE,2143,SLZ_200313_09.d,,,,,27.855,671.0804,5376.7011,,,,,,,,,Negative,10,11334,,593930,,Find by Molecular Feature,,,,77.4,,,,,
TRUE,2123,SLZ_200313_09.d,,,,,27.5,672.9527,5391.6864,,,,,,,,,Negative,12,3542,,190597,,Find by Molecular Feature,,,,35.4,,,,,
TRUE,2985,SLZ_200313_09.d,,,,,40.459,1796.6052,5392.8373,,,,,,,,,Negative,7,4705,,283309,,Find by Molecular Feature,,,,87.8,,,,,
TRUE,2124,SLZ_200313_09.d,,,,,27.501,598.2934,5393.6936,,,,,,,,,Negative,10,6753,,199514,,Find by Molecular Feature,,,,46.2,,,,,
TRUE,2099,SLZ_200313_09.d,,,,,27.281,769.9448,5396.6789,,,,,,,,,Negative,15,3031,,231238,,Find by Molecular Feature,,,,37.6,,,,,
TRUE,2992,SLZ_200313_09.d,,,,,40.466,1797.942,5396.8469,,,,,,,,,Negative,13,4260,,409635,,Find by Molecular Feature,,,,60,,,,,
TRUE,2216,SLZ_200313_09.d,,,,,28.875,673.7001,5397.6593,,,,,,,,,Negative,8,7612,,558604,,Find by Molecular Feature,,,,37.5,,,,,
TRUE,2100,SLZ_200313_09.d,,,,,27.283,598.735,5397.681,,,,,,,,,Negative,31,27121,,2626520,,Find by Molecular Feature,,,,92.7,,,,,
TRUE,2094,SLZ_200313_09.d,,,,,27.269,1798.5466,5398.6693,,,,,,,,,Negative,13,4141,,254484,,Find by Molecular Feature,,,,93.1,,,,,
TRUE,2997,SLZ_200313_09.d,,,,,40.477,1800.9354,5405.8281,,,,,,,,,Negative,9,2972,,187554,,Find by Molecular Feature,,,,49.9,,,,,
TRUE,3694,SLZ_200313_09.d,,,,,46.297,771.5465,5407.8795,,,,,,,,,Negative,18,6575,,785118,,Find by Molecular Feature,,,,46.7,,,,,
TRUE,3696,SLZ_200313_09.d,,,,,46.299,675.1022,5408.876,,,,,,,,,Negative,30,7140,,1020726,,Find by Molecular Feature,,,,60,,,,,
TRUE,2133,SLZ_200313_09.d,,,,,27.531,675.454,5411.6831,,,,,,,,,Negative,22,16036,,1588137,,Find by Molecular Feature,,,,60,,,,,
TRUE,2142,SLZ_200313_09.d,,,,,27.821,772.0908,5411.6982,,,,,,,,,Negative,28,7240,,516328,,Find by Molecular Feature,,,,58.4,,,,,
TRUE,2191,SLZ_200313_09.d,,,,,28.202,772.3715,5413.662,,,,,,,,,Negative,13,12852,,368774,,Find by Molecular Feature,,,,43,,,,,
TRUE,2176,SLZ_200313_09.d,,,,,28.13,1081.9296,5414.6781,,,,,,,,,Negative,4,10108,,247828,,Find by Molecular Feature,,,,60,,,,,
TRUE,2132,SLZ_200313_09.d,,,,,27.529,600.625,5414.6938,,,,,,,,,Negative,24,10250,,1035164,,Find by Molecular Feature,,,,68.8,,,,,
TRUE,2164,SLZ_200313_09.d,,,,,28.122,675.9534,5415.6873,,,,,,,,,Negative,39,130457,,21542540,,Find by Molecular Feature,,,,81.8,,,,,
TRUE,2167,SLZ_200313_09.d,,,,,28.123,772.8039,5416.679,,,,,,,,,Negative,23,21241,,2452571,,Find by Molecular Feature,,,,77.7,,,,,
TRUE,2998,SLZ_200313_09.d,,,,,40.478,1804.9353,5417.8276,,,,,,,,,Negative,11,2706,,263781,,Find by Molecular Feature,,,,60,,,,,
TRUE,2105,SLZ_200313_09.d,,,,,27.296,1805.2187,5418.6807,,,,,,,,,Negative,10,3236,,206508,,Find by Molecular Feature,,,,77.4,,,,,
TRUE,2995,SLZ_200313_09.d,,,,,40.475,1808.929,5429.7945,,,,,,,,,Negative,14,2360,,302231,,Find by Molecular Feature,,,,75.4,,,,,
TRUE,2187,SLZ_200313_09.d,,,,,28.152,602.829,5434.5269,,,,,,,,,Negative,13,9503,,1062543,,Find by Molecular Feature,,,,56.4,,,,,
TRUE,2095,SLZ_200313_09.d,,,,,27.272,775.3578,5434.563,,,,,,,,,Negative,15,3857,,206393,,Find by Molecular Feature,,,,35.6,,,,,
TRUE,2155,SLZ_200313_09.d,,,,,28.117,1810.5457,5434.638,,,,,,,,,Negative,10,15997,,546026,,Find by Molecular Feature,,,,62.5,,,,,
TRUE,2213,SLZ_200313_09.d,,,,,28.855,678.327,5434.6733,,,,,,,,,Negative,23,9076,,1622486,,Find by Molecular Feature,,,,74,,,,,
TRUE,2103,SLZ_200313_09.d,,,,,27.288,678.446,5435.6195,,,,,,,,,Negative,36,15348,,1913186,,Find by Molecular Feature,,,,80,,,,,
TRUE,2130,SLZ_200313_09.d,,,,,27.526,602.951,5435.6276,,,,,,,,,Negative,10,8327,,385276,,Find by Molecular Feature,,,,44,,,,,
TRUE,2214,SLZ_200313_09.d,,,,,28.857,602.959,5435.6844,,,,,,,,,Negative,29,5258,,754652,,Find by Molecular Feature,,,,35.3,,,,,
TRUE,2182,SLZ_200313_09.d,,,,,28.141,1358.1616,5436.6801,,,,,,,,,Negative,33,5412,,956667,,Find by Molecular Feature,,,,44,,,,,
